date,dh15t10y,dh15t2y,dusgg10yr,dusgg2yr,dvix,expcttg,expcttg_ttdm,gmxn02yr,gmxn02yr_ttdm,gmxn02yr_ttwd,gmxn05yr,gmxn05yr_ttdm,gmxn05yr_ttwd,gmxn10yr,gmxn10yr_ttdm,gmxn10yr_ttwd,gmxn30yr,gmxn30yr_ttdm,gmxn30yr_ttwd,iclmsurp,idx04,idx11,levelwti,melhsfx,merhs,mpsw28t,mpsw28t_ttdm,mpsw28t_ttwd,mpswc,mpswc_ttdm,mpswc_ttwd,mxibtiie,mxibtiiecmp,mxonbr,nfpaysurp,regular,svyshkav,trmsprd10_1,trmsprd10_2,unempsurp,usdmxn,usdmxn_ttdm,usdmxn_ttwd,usjobsday,p0gmxn02yr,p0gmxn05yr,p0gmxn10yr,p0gmxn30yr,p0usdmxn,p1gmxn02yr,p1gmxn05yr,p1gmxn10yr,p1gmxn30yr,p1usdmxn,p2gmxn02yr,p2gmxn05yr,p2gmxn10yr,p2gmxn30yr,p2usdmxn,p3gmxn02yr,p3gmxn05yr,p3gmxn10yr,p3gmxn30yr,p3usdmxn,p4gmxn02yr,p4gmxn05yr,p4gmxn10yr,p4gmxn30yr,p4usdmxn,p5gmxn02yr,p5gmxn05yr,p5gmxn10yr,p5gmxn30yr,p5usdmxn,p6gmxn02yr,p6gmxn05yr,p6gmxn10yr,p6gmxn30yr,p6usdmxn,p7gmxn02yr,p7gmxn05yr,p7gmxn10yr,p7gmxn30yr,p7usdmxn,p8gmxn02yr,p8gmxn05yr,p8gmxn10yr,p8gmxn30yr,p8usdmxn,p9gmxn02yr,p9gmxn05yr,p9gmxn10yr,p9gmxn30yr,p9usdmxn,p10gmxn02yr,p10gmxn05yr,p10gmxn10yr,p10gmxn30yr,p10usdmxn
23-Sep-05,6,7,6.61,7.61,-.37,,,,6.8,,,7.5,,,0,,,,,0,1,0,64.19,,,,-10,,,0,,-10,-10,,0,1,0,,,0,,1.7522907,,,6.8,7.5,0,,1.7522907,23.2,20.5,0,,26.988084,17.2,14.2,-157.5,,39.398398,4.5,1.7,-166.4,,9.0348401,-5.3,-7.2,-170.4,,-41.12855,-2.8,-4.5,-166.7,,-76.848672,2.8,-1.5,-159.4,,-112.69684,11.8,4,-152.4,,-116.52202,9.8,.8,-154.4,,-116.42871,15.8,11.2,-140.7,,-7.8429567,8.2,4.5,-149.4,,-44.092638
14-Oct-05,0,3,1.81,2.61,-1.6,,,,-5.5,,,-2,,,-5.3,,,,,0,1,0,62.63,,,,-2.5,,,1,,-1.5,-1.5,,0,1,0,,,0,,-56.763714,,,-5.5,-2,-5.3,,-56.763714,-18.4,-15.1,-17.7,,-97.981536,-25.2,-21.3,-26,,-85.727254,-21.4,-17.8,-21,,-105.5443,-20.7,-15,-18.7,,-76.707382,-19,-11,-22.5,,-72.568328,-22,-16,-26.3,,-94.47878,-23.7,-20.3,-25.7,,-73.763879,-16.4,-16,-12,,-44.926624,-18.5,-16,-14.2,,-49.87998,-18.4,-12.5,-11.3,,-118.46956
28-Oct-05,1,4,1.85,4.12,-1.77,,,,.1,,,3.5,,,2.9,,,,,0,1,0,61.22,,,,,,,-3.5,,-2,-2,,0,1,0,,,0,,-68.589585,,,.1,3.5,2.9,,-68.589585,-3.2,-.3,3,,-103.29337,-5.2,-.3,-1.1,,-126.03172,-3.2,-.3,-2.5,,-149.28755,-.5,7.2,.4,,-126.49631,.3,8.2,0,,-134.11861,-5.9,5.2,-7.8,,-176.98594,-11.4,.4,-14.5,,-173.06434,-11.7,6,-11.1,,-154.13156,-12.9,3,-13.5,,-196.89779,-14.5,.7,-17.1,,-205.04222
11-Nov-05,0,0,-2.02,.04,-.27,,,,-1.6,,,-2.3,,,-3.6,,,,,0,1,0,57.53,,,,0,,,0,,-.5,-.5,,0,1,0,,,0,,-8.1444283,,,-1.6,-2.3,-3.6,,-8.1444283,-2.3,-2.1,-3.5,,-18.076498,-5.8,-7.8,-6.8,,-39.379358,-10.5,-11.5,-8,,-15.639416,-14.1,-13,-8.6,,-37.876347,-15,-13.5,-8.6,,-22.202142,-20,-17.6,-13.3,,-35.810076,-20.6,-24.3,-21.3,,-58.186078,-21,-26,-24.3,,-74.199645,-21.3,-26.3,-24.3,,-71.089123,-21.6,-26.6,-25.5,,-72.974173
25-Nov-05,-4,-3,-4.26,-3.3,-.08,,,,-.3,,,-.3,,,-1.2,,,,,0,1,0,58.71,,,,-5.75,,,-1,,-5.75,-5.75,,0,1,-25,,,0,,-1.8850497,,,-.3,-.3,-1.2,,-1.8850497,.3,1,-2.5,,-51.021483,9,4.7,5.8,,-21.038438,10.3,2.3,7.3,,-49.884839,2.9,-3.3,0,,-101.82857,-2,-7.7,-3.7,,-132.72369,-2.5,-6.8,-.8,,-141.32264,-9,-10.3,-7.8,,-179.8218,-12.3,-12.5,-11.8,,-137.88217,-13.3,-14.7,-13.3,,-68.086657,-25.7,-28,-25.3,,30.300487
9-Dec-05,7,6,6.1,4.22,-.52,,,,-12.4,,,-13.3,,,-12,,,,,0,1,0,59.39,,,,-27,,,-19.5,,-27,-27,,0,1,-7,,,0,,98.387144,,,-12.4,-13.3,-12,,98.387144,-12.4,-13.3,-12,,88.798785,-20.7,-20.8,-15.7,,79.107084,-22.4,-25,-16.7,,181.19657,-22,-23.6,-13.2,,197.95557,-22.7,-19.1,-13.5,,192.37236,-23.4,-21,-14.4,,180.07831,-25.7,-22.3,-18.7,,117.6301,-26,-22.3,-19.7,,75.15243,-24.5,-22.3,-18.4,,114.62876,-24.4,-22.3,-16.4,,140.57932
27-Jan-06,-1,2,-.8,.83,-.45,,,,1.6,,,4.2,,,5.1,,,,,0,1,0,67.76,,,,-13,,,-.57,,-13,-13,,0,1,-4,,,0,,-49.28518,,,1.6,4.2,5.1,,-49.28518,9.1,13.2,13,,-41.723815,11.8,15.1,14,,-43.637544,15.5,21,19.3,,-33.116563,12.6,17.4,14,,2.8579594,8.5,14.8,10,,-6.862437,8.5,14.8,10,,-33.403352,8.8,21.3,10,,51.129131,9.8,21.7,11,,35.950735,9.2,21,8.3,,-8.7695056,9,20,6.3,,9.5233568
24-Feb-06,2,2,1.78,0,-.41,,,,-1.5,,,-5.1,,,4.2,,,,,0,1,0,62.91,,,,0,,,.5,,-4.5,-4.5,,0,1,3,,,0,,-2.5755617,,,-1.5,-5.1,4.2,,-2.5755617,-1.6,-4.6,4.2,,-8.5877868,-7,-10.4,-2,,3.6237413,-10.9,-17.7,-6,,-8.7787103,-10.6,-16.2,-5,,41.878898,-5.7,-12.3,-1.2,,97.571936,.9,-1.2,9.7,,199.25116,11.5,18.3,24.2,,171.91262,20.8,30.4,38.1,,218.67971,15.5,24.7,35.1,,223.99729,12.3,21.6,36,,192.89133
24-Mar-06,-6,-5,-6.43,-5.98,.02,,,,-5.6,,,-5.8,,,-3.9,,,,,0,1,0,64.26,,,,0,,,-8,,-4.5,-4.5,,0,1,8.882e-14,,,0,,-34.435138,,,-5.6,-5.8,-3.9,,-34.435138,4.3,10.7,19.5,,54.577254,9,14.2,24.1,,97.789585,6.8,13.1,20.6,,30.753484,1.8,11.9,14.4,,21.0617,-4.7,5.1,5.6,,-31.951842,-9.3,-1.1,.3,,-52.204082,-2.7,3,3.8,,16.212284,7.7,16.5,17.8,,112.30338,13.2,27.8,30.4,,173.57287,19,41.4,47.1,,214.92942
21-Apr-06,-3,1,-3.1,1.8,-.05,,,,-9.8,,,-8.2,,,2.8,,,,,0,1,0,75.17,,,,0,,,-14.5,,-16,-16,,0,1,-14,,,0,,7.5127063,,,-9.8,-8.2,2.8,,7.5127063,-15,-9.7,1,,30.01702,-14.7,-9.4,-1.7,,97.496695,-17.4,-3.8,4,,92.384197,-19.1,-7.2,-.8,,61.564209,-22.4,-11.6,-6.1,,15.833454,-22.4,-11.6,-6.1,,33.627454,-26.8,-8.8,-14.4,,-56.844648,-31.6,-9.6,-16.1,,-64.041351,-28.4,-8.1,-13.1,,-56.753584,-27.1,-10.7,-16.1,,-74.618055
26-May-06,-1,-2,-2.02,-.83,-1.24,,,,-2.7,,,-3.4,,,.5,,,,,0,1,0,71.37,,,,0,,,3,,-1,-1,,0,1,-8.882e-14,,,0,,-15.546862,,,-2.7,-3.4,.5,,-15.546862,-.7,5.5,11.5,,53.465288,5.7,37.1,26.2,,149.73141,7.9,34.9,33.5,,178.88132,-1.4,19.8,19.8,,92.243166,-2,24.3,28.7,,158.30854,1,28.3,31.2,,178.70491,4.4,30.6,36.1,,153.3577,-1.7,22.5,29.1,,189.63647,-2.7,25.4,34.4,,237.45359,-5.3,24.1,37,,228.76858
23-Jun-06,3,4,1.43,2.73,.01,,,,-7.2,,,-23.3,,,-25.8,,,,,0,1,0,70.87,,,,-.5,,,-9,,.5,.5,,0,1,-8.882e-14,,,0,,-32.117927,,,-7.2,-23.3,-25.8,,-32.117927,-8.6,-18.1,-21.5,,28.007923,-10.5,-26.9,-29.8,,-9.7907241,-10.5,-24.5,-30.4,,-24.056873,-8.2,-22.9,-27.5,,-116.97684,-11.6,-26.7,-31,,-86.612538,-22.5,-56.2,-65,,-312.56704,-21.9,-69.2,-82.8,,-338.56359,-9.2,-35.5,-39.8,,-173.71509,-22,-60.8,-78.5,,-368.34397,-23.5,-65.6,-89.7,,-389.48841
28-Jul-06,-7,-9,-4.47,-6.65,-.61,,,,-2.2,,,-2.5,,,-3.6,,,,,0,1,0,73.24,,,,,,,-.5,,.5,.5,,0,1,-8.882e-14,,,0,,-46.676675,,,-2.2,-2.5,-3.6,,-46.676675,-5.3,2.8,7.5,,51.93297,-2,6.1,13.7,,114.11612,-6.9,-1.2,3.2,,64.418788,-9.2,-8.3,-6.7,,44.543503,-6.3,-15.1,-15,,-8.0701373,-7.9,-15.6,-15.4,,-29.193348,-6.9,-14.8,-17.1,,-32.411665,-6.3,-17.5,-21.2,,-53.30993,-6.6,-16,-19.7,,-64.467403,-8.4,-24,-34.1,,-93.757306
25-Aug-06,-2,-2,-1.99,-1.79,-.09,,,,.2,,,4.5,,,5.7,,,,,0,1,0,72.51,,,,,,,2.25,,1.29,1.29,,0,1,-8.882e-14,,,0,,32.130301,,,.2,4.5,5.7,,32.130301,-.5,-2.2,2.4,,-58.868468,-2.7,-6.7,-3.6,,-61.811809,-2.5,-4.2,-2.1,,-47.195619,-3.2,.6,3.6,,-22.882677,-3.2,-2.2,-1.8,,-54.822789,-3.2,-2.2,-3.7,,-72.949154,-4.2,-2.7,-6.4,,-64.387943,-2,2.3,.9,,41.967801,-2.7,2.6,4.1,,72.693143,-3.7,2,3.4,,58.978398
22-Sep-06,-5,-4,-4.72,-1.81,.34,,,,-2.9,,,6.5,,,2.7,,,,,0,1,0,60.55,,,,,,,2.31,,.5,.5,,0,1,-8.882e-14,,,0,,-40.673242,,,-2.9,6.5,2.7,,-40.673242,-2.7,11.3,5.9,,-18.960261,-3.8,6.4,-.3,,-65.429209,-3.9,9.1,-.3,,-41.669552,61.7,49,.7,,-79.966737,60.1,46.1,-2.6,,-91.79406,61,45.6,-2.7,,-99.990408,63.6,49.3,3.8,,-21.491015,63.9,48.7,5,,-74.876198,65.6,48.4,6.9,,-59.52937,46.9,40.7,5.6,,-15.79772
27-Oct-06,-5,-5,-4.59,-5.79,.24,,,,-10.7,,,-.9,,,-1.9,,,-.5,,0,1,0,60.75,,,,,,,-.39,,-.62,-.62,,0,1,-8.882e-14,,,0,,4.5690842,,,-10.7,-.9,-1.9,-.5,4.5690842,-6.9,1.9,1.8,2.9,66.557842,-17.1,-3,-5.4,2.8,47.917989,-20.5,-8.5,-11.1,-.6,46.989725,-20.5,-8.5,-11.1,-.6,132.21541,-19.2,-4.2,-8.1,2.2,62.94387,-6.5,-4.9,-3.2,.6,103.17979,-22.3,-9.1,-9.8,-.9,111.02311,-14.9,-9.9,-4.9,-.8,129.45375,-18.2,-11.1,-4.6,-2,184.35959,-29.3,-16.4,-11,-5.3,189.11979
24-Nov-06,-2,-1,-.99,-.88,.59,,,,-10.1,,,1.4,,,-2,,,.9,,0,1,0,59.24,,,,,,,1,,.25,.25,,0,1,-8.882e-14,,,0,,34.824707,,,-10.1,1.4,-2,.9,34.824707,-3.4,6.9,4.3,7.4,95.635522,-3.4,6.9,4.3,7.4,44.532169,-9.8,-.6,-1.6,1.2,34.643169,-11.3,-3.7,-8.2,-3.6,3.1874542,-11.3,-3.7,-4,-3.6,42.899797,-21.6,-10.5,-16.5,-13.3,-39.060411,-9.2,-18,-25.4,-19.8,-107.96956,-12.2,-24.7,-29.5,-27.6,-129.90708,-10.5,-12.5,-32.1,-27.6,-81.671183,-30.8,-28.7,-35.3,-38.7,-129.53798
8-Dec-06,7,10,6.26,9.19,-.6,,,,-20.3,,,-16.2,,,-3.2,,,-11.1,,0,1,0,62.03,,,,,,,6,,.38,.38,,22,1,-8.882e-14,,,-.026345,,-47.866801,,1,-20.3,-16.2,-3.2,-11.1,-47.866801,-2.1,-16.5,-3.1,-12.3,-50.450757,-2.1,-16.5,-3.1,-12.3,-45.560262,-2.4,-14.7,-1,-11.1,-45.375762,-.5,-13.8,1.1,-10.2,-110.34531,-1.4,-12.9,9.2,-8.7,-102.54891,-1.2,-10.4,6.1,-4,-74.476568,-16.8,-13.1,.5,-9.3,-55.435986,-2.7,-16.1,-6.2,-15.5,-60.146541,-2.3,-15.7,-5.3,-15.8,-32.192817,-1.6,-14.6,-1.4,-14.2,-20.683481
26-Jan-07,1,1,.02,0,-.09,,,,3.8,,,4.9,,,7.9,,,7.2,,0,1,0,55.42,,,,,,,3.7,,0,0,,0,1,-8.882e-14,,,0,,20.816559,,,3.8,4.9,7.9,7.2,20.816559,8.4,9.2,14.9,11.7,48.083968,-.9,1.8,4.4,4.3,-7.432047,-6.2,-2.4,-1.6,.4,-11.966495,-2.7,-4.6,-2.7,-3.3,-60.067336,-20.2,-14.5,-16.2,-10,-67.452962,-14.5,-14.5,-11.3,-10,-104.37158,-15.8,-9.8,-12.9,-11.5,-104.82935,-23,-12.3,-17.2,-15.1,-74.478926,-18.9,-13.5,-19.6,-13,-79.317849,-33.4,-17.4,-22.1,-13.2,-38.125023
23-Feb-07,-5,-5,-5.76,-5.81,.4,,,,-5.3,,,9.6,,,7.3,,,8.8,,0,1,0,61.14,,,,,,,9,,-1,-1,,0,1,-1,,,0,,33.579006,,,-5.3,9.6,7.3,8.8,33.579006,19.5,23.4,24.2,21.7,71.108271,24.6,29.5,31.9,32.3,155.68658,21.1,26.5,27.9,28.5,145.83648,26.8,22.7,25.6,25,136.51473,12.2,18.1,19.8,19.3,194.63363,24,18.1,18.9,17.8,158.46077,6.9,18.1,6.4,7.7,128.44081,4.4,7.7,4.8,5.6,144.67174,6.6,10,7.1,6.5,151.56863,8.7,11.8,10.1,10.2,128.88953
23-Mar-07,2,2,2.76,2.48,.02,,,,.5,,,-1.6,,,.4,,,1,,0,1,0,62.28,,,,,,,1.3,,-1,-1,,0,1,-8.882e-14,,,0,,1.6338238,,,.5,-1.6,.4,1,1.6338238,3.1,.8,4,5.5,4.6284743,1.9,-1.8,4.8,4.7,36.515736,-1.7,-6,1,2.5,55.129975,-6.1,-13.1,-8.3,-7.7,10.524407,-4,-8.5,-4.2,-2.7,30.092112,.3,-8.7,-6.2,-3.6,4.4470058,-4.4,-10,-8.7,-4.9,-35.191932,-2.2,-7.3,-7.2,-3.1,-16.989424,-2.2,-7.3,-7.2,-3.1,-19.717689,-2.2,-7.3,-7.2,-3.1,-39.747741
27-Apr-07,2,0,-.4,-1.66,-.34,,,,21.9,,,18.1,,,18.6,,,17.8,,0,1,0,66.46,,,,,,,26.65,,25,25,,0,1,25,,,0,,-26.154804,,,21.9,18.1,18.6,17.8,-26.154804,30,30.9,27.2,24,15.149444,30,30.9,27.2,24,-12.062948,32.8,33.1,32.5,31.2,-31.009195,31.5,31.9,31,29.3,-31.192426,33,34,32.6,31.3,-62.574356,32.2,33.1,31.5,29.7,-106.50901,30,28,26.7,23.8,-94.88486,28.2,23.7,22.5,22.2,-144.33477,30.3,25.7,24.4,23.9,-91.473983,28.6,23.7,21.7,22.6,-138.96202
25-May-07,0,0,1.85,1.89,-.74,,,,-4.2,,,-4.8,,,-5.7,,,-4.3,,0,1,0,65.2,,,,,,,-3,,-.2,-.2,,0,1,-7,,,0,,-48.832919,,,-4.2,-4.8,-5.7,-4.3,-48.832919,-6.6,-8.2,-9.7,-9.1,-50.038257,-8,-10.7,-13.5,-15.6,-23.091925,-10.2,-16.1,-20.6,-24.3,-86.452265,-9.9,-14.9,-18.1,-21.2,-90.08235,-8.1,-12.2,-14.1,-18.5,-114.59662,-8.9,-13,-16,-22,-70.64419,-7.4,-12.4,-15.2,-20.8,-28.456881,-3.9,-7.4,-6.6,-15,22.486416,-1.5,-3.4,-1.4,-6.6,104.17191,-2.8,-2.1,-.5,-1.4,66.849902
22-Jun-07,-2,-6,-5.63,-5.99,1.54,,,,1.1,,,4.8,,,7.5,,,9.1,,0,1,0,69.14,,,,,,,-2,,-.25,-.25,,0,1,-4,,,0,,23.916277,,,1.1,4.8,7.5,9.1,23.916277,1.1,5.8,7.2,8.9,29.079852,1.4,7.4,7.9,9.4,52.09906,-2.9,3,2.9,5.3,.46224605,-3.5,.9,1.7,3.3,-10.822662,-4.3,.2,3.5,4.7,-7.4913645,-6.5,-2.5,-3.4,-.3,-54.416732,-6.8,-3.7,-4.3,-1.3,-38.905148,-5.7,-3.2,-2.5,-.2,-55.346333,-5.4,-2.1,2,6,-13.877327,-4.9,-1.9,3.2,7.5,-43.82538
27-Jul-07,1,0,-2.84,-6.6,3.43,,,,-4.9,,,-1,,,-3.3,,,-3.1,,0,1,0,77.02,,,,,,,-2.25,,-.5,-.5,,0,1,-6,,,0,,36.11508,,,-4.9,-1,-3.3,-3.1,36.11508,-8,-6.9,-8.3,-7.9,-47.502556,-8.8,-5.4,-8.4,-7.7,12.022516,-7.2,-2.5,-4.2,-4.2,-26.372599,-5.1,-2.1,-1.7,-2.1,-25.550257,-2.9,.4,1.6,1.5,23.394166,-2,1.9,3.3,2.5,-12.401971,-2.2,1.4,1.7,.8,-18.334821,-4.3,-1.1,-3.1,-3.2,-44.206637,-.3,2,2.2,1.8,30.665241,1.8,4.7,5.8,4.2,27.030364
24-Aug-07,1,10,-2.96,4.08,-1.9,,,,-.8,,,-.6,,,-.9,,,-1.4,,0,1,0,71.09,,,,,,,0,,0,0,,0,1,-2,,,0,,-56.354001,,,-.8,-.6,-.9,-1.4,-56.354001,-1,-1.3,-1.8,-1.4,2.2584069,.4,.8,3.1,3.7,69.684811,1.3,1.3,5.8,8.2,7.6765035,.5,.2,4.1,5.4,8.5792343,-1.9,-5.5,-2.4,0,-34.572047,-3.9,-10.6,-6.5,-4.4,-43.823581,-3,-10.6,-9,-8.8,-35.93203,1.8,-4.9,-1.1,-1,9.6624036,1.6,-2.4,-1.4,-1.3,-11.118796,1.6,-.7,2.6,4.3,65.467124
21-Sep-07,-5,-4,-7.54,-7.61,-1.45,,,,3.5,,,2.5,,,5.5,,,7.3,,0,1,0,81.62,,,,,,,-3.5,,-1.2,-1.2,,0,1,-1,,,0,,-30.522412,,,3.5,2.5,5.5,7.3,-30.522412,8.3,4.2,11.2,14.4,-36.912014,7.4,.7,9.5,13.1,-57.935211,4.7,-3.8,5.4,8.6,-65.990574,5.5,-3.6,6.4,9.6,-68.280213,6.3,-2.4,10.3,12.9,-51.806499,6.6,-1.8,11.2,14.1,-92.582676,7.9,-.7,10.7,15.1,-81.662188,8.2,-1.2,9.8,13.8,-76.160579,8.5,-2,9.6,12.7,-105.90529,9.1,-.9,11.4,15.8,-128.91708
26-Oct-07,4,3,2.31,.82,-1.61,,,,4.3,,,-.3,,,0,,,-3.2,,0,1,0,91.86,,,,,,,14.2,,22.5,22.5,,0,1,19,,,0,,-73.324999,,,4.3,-.3,0,-3.2,-73.324999,3.1,-2.5,0,-8.1,-94.214099,4.9,-.6,0,-6.4,-72.486616,8.1,4.2,0,-2.1,-148.41173,12.1,9.3,0,2.7,-94.214099,10,2.6,0,2.7,-112.52792,15.3,12.6,0,7.6,-82.178887,15.2,12.9,0,7.9,-106.35728,16.5,14.4,0,10.9,-19.439051,17.1,14.1,0,11.5,-4.6249191,17.3,14.1,0,12,70.95496
23-Nov-07,1,8,-.76,8.34,-1.23,,,,-1.6,,,-1,,,0,,,-4.6,,0,1,0,98.18,,,,,,,-.25,,-2.27,-2.27,,0,1,-1,,,0,,5.469213,,,-1.6,-1,0,-4.6,5.469213,-1.8,-.5,0,-4.3,44.21485,-1.2,-1.3,0,-3.5,-1.1853905,-4.5,-6,0,-8.4,-36.721089,-6.1,-8.2,0,-10.3,-47.159121,-9.5,-11.6,0,-13.8,-43.220689,-10,-12.8,0,-13.6,-56.599353,-10.4,-12.2,0,-11.7,-73.853079,-11.7,-13.7,0,-12,-112.3221,-12.9,-16.5,0,-14.4,-127.08633,-12.4,-17,0,-14.1,-132.81334
7-Dec-07,10,9,9.72,7.35,-.11,,,,.5,,,-.5,,,0,,,.3,,0,1,0,88.28,,,,,,,-.35,,.89,.89,,29,1,0,,,-.142172,,-5.7270067,,1,.5,-.5,0,.3,-5.7270067,.5,.5,0,1.8,-18.393487,1.3,2.3,0,3.7,47.444756,1.5,.1,0,4.9,10.613998,2.7,3.8,0,6.3,.64639152,3,5.6,0,9,8.67663,5,8.9,0,12.2,37.513812,6,9.8,0,14,17.622288,6.4,10.3,0,14.2,9.5069763,5.9,10.3,0,14.8,-.09234506,5.4,10.3,0,14.3,-4.6182978
18-Jan-08,0,-8,.86,-5.4,-1.28,,,,-2.5,,,-4.6,,,0,,,-8.3,,0,1,0,90.57,-41.08707,,,,,,-.25,,1.27,1.27,,0,1,0,,,0,-1.1912562,-42.278331,4.857194,,-2.5,-4.6,0,-8.3,-42.278331,-8,-8.9,0,-16.9,42.645931,-18.3,-20.1,0,-30.7,-18.188886,-23.6,-25.1,0,-32.8,-30.088963,-27.3,-29.1,0,-32.8,-54.574392,-27.5,-28.2,0,-26.4,-47.506897,-28.6,-29.8,0,-27.8,-76.358991,-31.7,-33.3,0,-31,-94.134317,-33.9,-35.6,0,-32.4,-103.17224,-33.9,-33.8,0,-30.8,-113.41895,-35.4,-35.5,0,-32,-129.68753
15-Feb-08,-9,-2,-4.77,2.32,-.52,,1,,.1,,,-1.5,,,-41,,,-2.3,,0,1,0,95.5,2.136891,,,,,,-1,,1,1,0,0,1,0,,,0,-2.8803851,-.74349442,3.2528939,,.1,-1.5,-41,-2.3,-.74349442,2.1,-1,-41.3,-2.9,-22.515198,5.4,2.6,-37.4,1,2.5088856,8.8,5.2,-35.4,2.1,20.053483,11.1,7.3,-33.2,2.5,40.807298,16.8,10.8,-29.5,4.1,11.981222,20.5,14.5,-30,5.1,12.166864,19.4,13.3,-32.2,3.1,-28.291721,18.3,12.8,-34.1,1.8,-57.411431,14.1,8.4,-37.7,-1,-80.337456,10.7,4.5,-41.4,-3.9,-43.587663
14-Mar-08,-12,-16,-5.82,-14.74,3.87,,1,,-3.4,,,-1.6,,,-5,,,-2.9,,0,1,0,110.21,,,,,,,-1,,2.82,2.82,0,0,1,1,,,0,,14.313999,,,-3.4,-1.6,-5,-2.9,14.313999,-3.4,-1.6,-5,-2.9,15.892861,-5.8,-4.5,-7,-5.6,-62.514783,-4.8,-4.4,-5.9,-5.1,-29.622475,-4.8,-4.4,-5.9,-5.1,-26.264579,-4.8,-4.4,-5.9,-5.1,-23.280729,.9,-1.1,-3.2,-2.9,-57.461773,-.6,-2.1,-4.8,-3.7,-53.813964,-1.1,-2.1,-6.2,-4.3,-42.878515,-2.8,-3.2,-8.2,-5.7,-53.626933,-2.9,-3.3,-8.5,-6,-52.598323
18-Apr-08,2,6,-2.12,2.63,-.24,,-2.3,,6.8,,,6.2,,,6.9,,,5.8,,0,1,0,116.69,2.179172,,,,,,2.3,,-1.5,-1.5,0,0,1,2,,,0,5.4547805,7.6339524,-5.0720859,,6.8,6.2,6.9,5.8,7.6339524,10.6,10.7,9.1,7.7,54.550004,11.9,12.3,9.3,7.9,6.9662141,12.8,14,10.1,9.1,-6.4934447,19.6,21.6,23.3,17.6,-32.22216,24.7,29.3,29,24.5,-10.792897,25.1,30.7,25.8,22.1,-1.909399,29.6,36.2,33.2,29.7,59.770424,30.1,36,30,30.3,10.018368,30.4,36,30,31,19.455074,27.4,31.7,24,23.6,-11.079593
16-May-08,2,2,3.02,1.78,.17,,.45,,0,,,0,,,0,,,0,,0,1,0,126.29,-42.40746,,,,,,-.45,,1,1,0,0,1,0,,,0,-4.7033755,-47.110836,-3.454132,,0,0,0,0,-47.110836,-2.2,-3.2,-2.5,-3.7,-68.773684,-2.9,-5,-1.3,-3.7,-55.962863,.2,-2,3.9,-.1,-73.4976,4.1,2.3,8.7,3.8,-77.355513,4.1,2.3,8.7,3.8,-54.422817,1.2,-.8,3.4,.8,-50.669948,.2,-1.3,8.5,5.6,-65.882591,1.4,1.1,11.4,8.5,-113.40238,.8,-.7,9.3,7.1,-113.59602,.8,-.7,9.3,7.1,-112.43428
20-Jun-08,-6,-11,-4.32,-4.07,1.29,,9.05,,0,,,0,,,0,,,0,,0,1,0,134.62,4.73644,,,,,,15.95,,21.25,21.25,25,0,1,17,,,0,-39.335524,-34.599084,-36.118648,,0,0,0,0,-34.599084,15.7,15.5,9.4,8.7,17.64216,31.1,30.3,20.1,18.2,-15.826859,40.4,38.7,26.8,24.5,-38.494113,36.3,33.7,20.6,22.9,-10.192345,36.3,33.7,20.6,22.9,-13.494951,36.5,40.8,38,42.4,2.6192105,35.7,38.6,33.8,42.8,59.68319,33.5,37.5,29.3,40.5,82.12924,33.9,37.6,29.5,39.1,45.206239,33.9,37.6,29.5,39.1,26.838631
18-Jul-08,4,8,9.21,14.7,-.96,,7,,6.7,,,8.3,,,7.5,,,8.9,,0,1,0,128.88,-45.17118,,,,,,18,,23,23,25,0,1,6,,,0,-11.75376,-56.924941,-3.5261622,,6.7,8.3,7.5,8.9,-56.924941,13.3,17.6,15.5,17,-105.18711,11.9,21.2,5.1,3.9,-196.33622,6.3,15.2,-4.2,-6,-224.3733,7.1,12.4,-10,-13.9,-199.32576,3.7,6.4,-12.5,-18.6,-134.45465,1.8,-.1,-24.5,-29.6,-178.91505,3.4,3.8,-17,-19.6,-180.80502,5.7,4.5,-11.8,-14.8,-212.88954,10,13.6,-3,-3,-196.03732,8.1,15,-4.6,-5.2,-297.27738
15-Aug-08,-5,-5,-5.11,-5.06,-.76,,20.9,,-10.3,,,-10.4,,,-12.8,,,-15.3,,0,1,0,113.77,14.9391,,,,,,4.1,,21,21,25,0,1,5,,,0,2.9434851,17.882589,7.5562428,,-10.3,-10.4,-12.8,-15.3,17.882589,-13.6,-15.6,-19.4,-18,6.4885911,-10,-11.4,-15.1,-15.9,-35.367927,-11.7,-14.4,-20.1,-25.6,-26.390956,-12,-16,-20.2,-24.1,-74.328502,-11.7,-16.2,-21.1,-24.2,-23.038989,-11.3,-16.5,-21.4,-24.9,-28.264603,-10.3,-15.7,-18.6,-18.3,-9.937669,-11.9,-16.8,-20.4,-23.3,-22.546148,-15.7,-25.5,-27.5,-32,82.367061,-19.6,-29.6,-29.4,-31.7,115.9609
