date,dh15t10y,dh15t2y,dusgg10yr,dusgg2yr,dvix,expcttg,expcttg_ttdm,gmxn02yr,gmxn02yr_ttdm,gmxn02yr_ttwd,gmxn05yr,gmxn05yr_ttdm,gmxn05yr_ttwd,gmxn10yr,gmxn10yr_ttdm,gmxn10yr_ttwd,gmxn30yr,gmxn30yr_ttdm,gmxn30yr_ttwd,iclmsurp,idx04,idx11,levelwti,melhsfx,merhs,mpsw28t,mpsw28t_ttdm,mpsw28t_ttwd,mpswc,mpswc_ttdm,mpswc_ttwd,mxibtiie,mxibtiiecmp,mxonbr,nfpaysurp,regular,svyshkav,trmsprd10_1,trmsprd10_2,unempsurp,usdmxn,usdmxn_ttdm,usdmxn_ttwd,usjobsday,p0gmxn02yr,p0gmxn05yr,p0gmxn10yr,p0gmxn30yr,p0usdmxn,p1gmxn02yr,p1gmxn05yr,p1gmxn10yr,p1gmxn30yr,p1usdmxn,p2gmxn02yr,p2gmxn05yr,p2gmxn10yr,p2gmxn30yr,p2usdmxn,p3gmxn02yr,p3gmxn05yr,p3gmxn10yr,p3gmxn30yr,p3usdmxn,p4gmxn02yr,p4gmxn05yr,p4gmxn10yr,p4gmxn30yr,p4usdmxn,p5gmxn02yr,p5gmxn05yr,p5gmxn10yr,p5gmxn30yr,p5usdmxn,p6gmxn02yr,p6gmxn05yr,p6gmxn10yr,p6gmxn30yr,p6usdmxn,p7gmxn02yr,p7gmxn05yr,p7gmxn10yr,p7gmxn30yr,p7usdmxn,p8gmxn02yr,p8gmxn05yr,p8gmxn10yr,p8gmxn30yr,p8usdmxn,p9gmxn02yr,p9gmxn05yr,p9gmxn10yr,p9gmxn30yr,p9usdmxn,p10gmxn02yr,p10gmxn05yr,p10gmxn10yr,p10gmxn30yr,p10usdmxn
26-Sep-03,-8,-5,-8.05,-8.76,-.03,,,,-17.1,,,0,,,-1.7,,,,,0,0,0,28.16,,,,,,,3.53,,-1.5,-1.5,,0,1,0,,,0,,129.28989,,,-17.1,0,-1.7,,129.28989,.1,0,-.8,,96.099144,-6.7,0,-9.8,,102.65509,-11.4,0,-12.3,,140.35927,-4.4,0,6,,263.82875,21.3,0,20.2,,331.67101,28.3,0,21.7,,386.50019,35.2,0,21.1,,335.67359,40.4,0,24.1,,384.465,24.7,0,16.5,,327.22182,18.1,0,-2.5,,276.18173
10-Oct-03,-3,-4,-2.16,0,-.37,,,,-6.6,,,0,,,-19,,,,,0,0,0,31.97,,,,,,,-2.5,,-9.88,-9.88,,0,1,0,,,0,,-51.040095,,,-6.6,0,-19,,-51.040095,-2.5,0,-20.3,,-13.092096,-13.1,0,-20.6,,-22.900127,-14.5,0,-18.5,,-24.059894,-17.2,0,-13.5,,45.732125,-14.2,0,-14.8,,-10.864339,-5.4,0,-21.7,,-102.1622,55.3,0,-25,,-77.465396,62.6,0,-15.7,,7.8292515,58.6,0,-19.2,,-61.15408,55,0,-19.8,,-72.085099
24-Oct-03,-10,-8,-8.66,-7.39,.03,,,,-3.6,,,0,,,-.6,,,,,0,0,0,30.16,,,,,,,-5,,-12,-12,,0,1,0,,,0,,-10.931019,,,-3.6,0,-.6,,-10.931019,-12.3,0,-9.3,,-63.783175,-22.4,0,-17.1,,-96.732133,-23.5,0,-14.5,,-68.290318,-27.2,0,-10.1,,-112.11536,-31.5,0,-12.6,,-134.78083,-33.4,0,-14,,-164.32295,-29.8,0,-12.1,,-154.04148,-32.1,0,-9.3,,-171.15277,-31.1,0,-8.1,,-192.76572,-28.7,0,-4.6,,-162.04737
7-Nov-03,3,3,3.02,3.4,.19,,,,2.4,,,0,,,3.5,,,,,0,0,0,30.85,,,,,,,-2,,-7.5,-7.5,,76,1,0,,,-.11947,,30.71835,,1,2.4,0,3.5,,30.71835,6.6,0,11,,-8.0369705,13.3,0,14.5,,21.886237,21.6,0,15.5,,152.38701,13.5,0,12.5,,176.18532,10,0,6.3,,171.51992,13.5,0,13.4,,184.25489,15.8,0,6.1,,261.03756,19.9,0,13.4,,209.31869,19.9,0,13.4,,226.73679,28.9,0,25.6,,251.69447
21-Nov-03,-9,-6,-7.72,-4.84,.18,,,,9,,,0,,,12.2,,,,,0,0,0,31.61,,,,,,,8,,20,20,,0,1,0,,,0,,24.957674,,,9,0,12.2,,24.957674,37,0,29.4,,73.623892,30.3,0,15.4,,94.509595,36.3,0,23.1,,130.33833,36.3,0,24.1,,124.17011,38.9,0,26.1,,153.65503,50.1,0,32.4,,149.25981,49,0,27.4,,86.638329,35.5,0,16.7,,50.119617,18.6,0,11.7,,12.040941,10.6,0,4.8,,2.2308979
11-Dec-03,-3,-11,-8.58,-12.17,-1.14,,,,-8.5,,,0,,,-9.7,,,,,13,0,0,31.85,,,,,,,-1.5,,-12.5,-12.5,,0,1,0,,,0,,-87.161128,,1,-8.5,0,-9.7,,-87.161128,-8.5,0,-9.7,,14.053316,13.3,0,10,,48.391846,30,0,19.9,,27.110525,20,0,7.7,,9.1635794,24,0,13.5,,6.6733403,26,0,14.8,,13.164451,41.1,0,25.2,,55.475567,41.9,0,28.4,,35.539798,43.5,0,29.3,,28.619443,43.5,0,29.3,,29.773168
9-Jan-04,-16,-17,-17.5,-17.04,1.14,,,,-3.9,,,0,,,-3.5,,,,,0,1,0,34.31,,,,,,,-6.5,,-2,-2,,-147,1,0,,,-.18233,,-45.101416,,1,-3.9,0,-3.5,,-45.101416,-12.5,0,-.9,,-39.83371,-18.5,0,-1.9,,-6.1675268,-22.6,0,-1.9,,-20.634709,-20,0,1.6,,-14.642572,-20.7,0,1.6,,-38.447933,-14.5,0,1.6,,-54.812355,-16.4,0,1.6,,18.755349,-10.3,0,8.6,,112.37204,-7.8,0,8.6,,187.70521,-17.4,0,8.6,,24.907529
23-Jan-04,10,5,11.9,6.47,.13,,,,-9.6,,,0,,,0,,,,,0,1,0,34.94,,,,,,,-9,,-9,-9,,0,1,0,,,0,,-162.79768,,,-9.6,0,0,,-162.79768,-12.3,0,-7.2,,-147.93788,-11.6,0,-9.2,,-122.76336,-4.7,0,-8.1,,-64.874104,13.4,0,-1.7,,40.288654,4.3,0,-5.7,,-10.120178,-1,0,-3.4,,-47.164134,4.7,0,5.5,,41.817686,8.3,0,8.3,,96.260456,8.3,0,8.3,,92.950338,13.5,0,8,,35.970127
6-Feb-04,-3,-3,-3.51,-.88,-1.87,,,,5.2,,,0,,,-.3,,,,,0,1,0,32.48,,,,,,,3.91,,17,17,,-58,1,0,,,-.050517,,-56.980211,,1,5.2,0,-.3,,-56.980211,7.3,0,-.8,,-52.481786,14.3,0,11.5,,-51.582343,2.6,0,5.2,,-180.75773,.5,0,1.8,,-195.1634,.2,0,2.8,,-217.99968,2.9,0,5.5,,-212.69701,-28.5,0,8.1,,-247.58157,3.6,0,10.2,,-173.28953,2.1,0,7.8,,-203.83505,2.1,0,8.1,,-210.50363
20-Feb-04,5,5,6.55,5.65,.24,,,,0,,,0,,,.3,,,,,0,1,0,35.6,,,,,,,23,,25,25,,0,1,0,,,0,,-6.6685853,,,0,0,.3,,-6.6685853,0,0,14.1,,88.190407,0,0,14.9,,118.91934,0,0,16,,96.33373,0,0,10.7,,99.498788,0,0,11.2,,104.01856,0,0,10,,14.600541,0,0,11.1,,11.864563,0,0,19.2,,98.413738,0,0,18.2,,-3.196712,0,0,11.4,,-23.039168
12-Mar-04,4,2,7.85,6.42,-2.37,,,,0,,,0,,,4,,,,,0,1,0,36.19,,,,,,,0,,28,28,,0,1,0,,,0,,-65.496459,,,0,0,4,,-65.496459,0,0,8.4,,-15.607422,0,0,11.9,,6.7979428,0,0,8.1,,-57.92426,0,0,9.3,,-48.353181,0,0,7,,-55.918133,0,0,6.4,,-43.161286,0,0,6.4,,-44.527312,0,0,6.4,,6.3448903,0,0,.6,,8.4287616,0,0,-.6,,72.274233
26-Mar-04,10,8,9.24,7.97,-.55,,,,0,,,0,,,-1.2,,,,,0,1,0,35.73,,,,,,,-5,,-10.77,-10.77,,0,1,0,,,0,,63.845471,,,0,0,-1.2,,63.845471,0,0,2.6,,164.42714,0,0,3.8,,138.72868,0,0,.4,,78.327733,0,0,3.5,,137.3884,0,0,7.4,,114.12842,0,0,8.6,,97.993599,0,0,11.7,,119.50091,0,0,10.3,,187.74838,0,0,10.3,,163.09031,0,0,10.3,,145.42735
7-Apr-04,0,1,.98,.86,.44,,,,0,,,0,,,-1.4,,,,,0,1,0,36.15,,,,,,,-9,,-15.5,-15.5,,0,1,0,,,0,,68.247471,,,0,0,-1.4,,68.247471,0,0,-1.4,,43.5894,0,0,-1.4,,25.926437,0,0,.2,,57.750744,0,0,9.8,,70.469941,0,0,19.8,,119.0628,0,0,19,,80.065336,0,0,20.5,,88.054471,0,0,17.8,,70.469941,0,0,27.5,,147.50578,0,0,31.6,,122.60049
23-Apr-04,8,14,7.71,11.99,-.6,,,,0,,,0,,,3.8,,,,,0,1,0,36.46,,,,,,,-7.5,,-10.5,-10.5,,0,1,0,,,0,,-12.798166,,,0,0,3.8,,-12.798166,0,0,15.4,,-50.138716,0,0,23.5,,-49.961417,0,0,44.6,,52.784498,0,0,51.9,,93.501702,0,0,55.2,,72.769779,0,0,74.2,,114.27794,0,0,80.2,,74.95872,0,0,86.7,,57.609166,0,0,101.4,,88.519467,0,0,95.2,,215.96285
27-Apr-04,-3,-7,-5.04,-8.31,.3,,,,0,,,0,,,8.1,,,,,0,1,0,37.53,,,,,,,24,,-7,-7,,0,0,0,,,0,,.17729868,,,0,0,8.1,,.17729868,0,0,29.2,,102.92321,0,0,36.5,,143.64042,0,0,39.8,,122.90849,0,0,58.8,,164.41665,0,0,64.8,,125.09744,0,0,71.3,,107.74788,0,0,86,,138.65818,0,0,79.8,,266.10156,0,0,86.9,,339.46467,0,0,93.5,,261.6118
14-May-04,-6,-8,-8.38,-12.27,-.39,,,,0,,,0,,,-16.2,,,,,0,1,0,41.38,,,,,,,-19.5,,-16.89,-16.89,,0,1,0,,,0,,-89.453603,,,0,0,-16.2,,-89.453603,0,0,-28.8,,-100.47471,0,0,-33.4,,-74.893145,0,0,-42.6,,-68.399778,0,0,-41,,-52.832881,0,0,-25.3,,-54.129197,0,0,-15,,-124.99027,0,0,-3.8,,-135.44069,0,0,4.3,,-146.33816,0,0,-.2,,-191.36143,0,0,-6.1,,-202.5832
28-May-04,6,8,4.69,7.26,.22,,,,0,,,0,,,-5.9,,,,,0,1,0,39.88,,,,,,,-.5,,-4.5,-4.5,,0,1,0,,,0,,-11.221771,,,0,0,-5.9,,-11.221771,0,0,.5,,34.288547,0,0,12.5,,47.814149,0,0,26,,47.20371,0,0,31.6,,30.096261,0,0,27.8,,-.52573932,0,0,21.8,,-48.131911,0,0,17,,-56.058982,0,0,21.5,,-35.373721,0,0,24.4,,-50.333245,0,0,19.2,,-33.351503
11-Jun-04,0,0,.6,.94,0,,,,0,,,0,,,-5.2,,,,,0,1,0,38.45,,,,,,,2.5,,-5,-5,,0,1,0,,,0,,16.981742,,,0,0,-5.2,,16.981742,0,0,22.4,,95.967083,0,0,23.9,,28.579614,0,0,10.7,,3.081732,0,0,2.3,,-3.9636228,0,0,-5.1,,-11.807417,0,0,-14.5,,-40.326015,0,0,-2.5,,-31.576374,0,0,8,,-19.569133,0,0,.1,,-29.279757,0,0,5.9,,-10.132383
25-Jun-04,0,0,.19,-1.62,.38,,,,0,,,0,,,5.8,,,,,0,1,0,37.55,,,,-5.62,,,13.5,,-5.62,-5.62,,0,1,0,,,0,,19.147374,,,0,0,5.8,,19.147374,0,0,21.3,,148.33399,0,0,34.4,,164.59366,0,0,24,,143.982,0,0,9.3,,181.60756,0,0,-13.7,,111.71829,0,0,-13.4,,107.61246,0,0,-17.1,,130.0429,0,0,-16.5,,149.90025,0,0,-17.5,,182.64828,0,0,-23.4,,148.68207
9-Jul-04,0,0,-1.39,-.1,-.42,,,,0,,,0,,,-5.9,,,,,0,1,0,39.96,,,,-4,,,-6,,-4,-4,,0,1,0,,,0,,-33.966214,,,0,0,-5.9,,-33.966214,0,0,-20.9,,-24.051101,0,0,-35.6,,-50.861935,0,0,-35.6,,-71.279365,0,0,-28.6,,-36.40301,0,0,-46.3,,-102.15911,0,0,-53.9,,-135.77141,0,0,-40.8,,-100.23181,0,0,-27.9,,-47.985905,0,0,-27.8,,-87.713366,0,0,-23.1,,-71.366708
23-Jul-04,-3,0,-1.39,-.05,.75,,,,0,,,0,,,4.7,,,,,0,1,0,41.71,,,,7.36,,,12,,7.36,7.36,,0,1,0,,,0,,16.346658,,,0,0,4.7,,16.346658,0,0,18.5,,55.400354,0,0,36.7,,45.128676,0,0,35.5,,.78734991,0,0,29.5,,-10.854248,0,0,26.5,,-13.219235,0,0,31.7,,-18.476767,0,0,40.9,,-7.5266939,0,0,47.9,,17.482063,0,0,51.5,,3.6737693,0,0,25.9,,-26.982294
13-Aug-04,-5,-5,-2.7,-4.21,-1.1,,,,0,,,0,,,-10.9,,,,,0,1,0,46.58,,,,-7.36,,,-8,,-7.36,-7.36,,0,1,0,,,0,,-43.228049,,,0,0,-10.9,,-43.228049,0,0,-8.8,,-50.875964,0,0,-16.8,,-83.731758,0,0,-13.9,,-61.698523,0,0,.4,,-63.459397,0,0,-.6,,-85.937754,0,0,12.4,,-16.024311,0,0,11.9,,-50.084529,0,0,4.4,,-56.417763,0,0,-.9,,-60.378072,0,0,-1.9,,-33.127703
27-Aug-04,1,0,1.73,.8,-.2,,,,0,,,0,,,-1,,,,,0,1,0,43.18,,,,2,,,2,,2,2,,0,1,0,,,0,,27.250368,,,0,0,-1,,27.250368,0,0,4.6,,39.971063,0,0,-2.4,,25.055509,0,0,-5,,66.238481,0,0,3.6,,136.81778,0,0,12,,119.87194,0,0,15.6,,187.48369,0,0,19,,202.24537,0,0,15.6,,196.37784,0,0,13.1,,196.1189,0,0,12,,203.0217
10-Sep-04,-3,0,-.97,.03,-.25,,,,0,,,0,,,-1.1,,,,,0,1,0,42.81,,,,0,,,6,,0,0,,0,1,0,,,0,,6.9028002,,,0,0,-1.1,,6.9028002,0,0,-8.6,,-21.169515,238.1,-5,-8.6,,-21.083018,235.1,-2.7,-8.6,,-54.092782,235.1,-2.7,-8.6,,-71.638322,230.6,-4.2,-8.6,,-110.22504,232.1,-5.7,-8.6,,-109.52689,233.6,-5.7,-8.6,,-151.94041,227.5,-19.3,-8.6,,-141.86731,227.5,-17.3,-8.6,,-164.21702,234.6,-11.2,-8.6,,-145.63259
24-Sep-04,2,5,1.12,5.09,-.52,,,,7.1,,,6.1,,,0,,,,,0,1,0,48.88,,,,14.5,,,17,,17.2,17.2,,0,1,0,,,0,,18.584433,,,7.1,6.1,0,,18.584433,7.1,2.8,0,,31.100682,8,-1.9,0,,29.088636,22.8,7.6,0,,19.022328,22.3,9.5,0,,-12.994541,23.3,4.6,0,,-52.609012,22.8,1.3,0,,-79.371439,12.3,-6.5,0,,-110.1084,8.3,-7.7,0,,-96.101178,5,-9.2,0,,-112.06033,-15.4,-27.7,0,,-133.82351
8-Oct-04,-11,-11,-11.3,-10.59,.55,,,,-20.4,,,-18.5,,,0,,,,,0,1,0,53.31,,,,-4.5,,,-2,,-4.5,-4.5,,-54,1,0,,,.026388,,-21.763181,,1,-20.4,-18.5,0,,-21.763181,-34.9,-36.5,0,,-31.994908,-41.7,-43.5,0,,-12.163777,-62.9,-61.7,0,,8.1600799,-53.9,-50.3,0,,103.45772,-43.4,-38.3,0,,161.94971,-36.7,-32.2,0,,166.05231,-40,-33.8,0,,152.77824,-43,-38.2,0,,186.5401,-45.7,-41.2,0,,155.13742,-38.7,-34,0,,213.5025
22-Oct-04,-1,-2,-2.12,-2.49,.74,,,,7,,,7.2,,,0,,,,,0,1,0,55.17,,,,9,,,11,,9,9,,0,1,0,,,0,,58.365077,,,7,7.2,0,,58.365077,19.7,19.7,0,,79.449409,28.2,28.9,0,,50.370916,35.2,39.7,0,,63.141145,23.7,48.4,0,,68.782649,8.8,47.7,0,,78.582618,25.5,50,0,,77.455676,46.3,52.4,0,,3.4940601,47,49.9,0,,-7.254072,45.2,46.4,0,,-25.10575,49,49.7,0,,-56.686663
12-Nov-04,-5,4,-7.33,-3.27,.29,,,,-11,,,-12.2,,,0,,,,,0,1,0,47.32,,,,-2.5,,,-13,,-2.5,-2.5,,0,1,0,,,0,,-53.565284,,,-11,-12.2,0,,-53.565284,-26.2,-19,0,,-35.971262,-18.7,-6.4,0,,-42.565393,-25,-10.7,0,,-102.28602,-24.2,-5.9,0,,-68.985488,-12.3,7,0,,-26.483345,-11.3,8.3,0,,-44.940345,-8.2,9,0,,-73.395631,-10,2.2,0,,-117.60437,-14.8,-3.5,0,,-132.67997,-17.2,-4.7,0,,-145.28998
26-Nov-04,4,2,5.22,1.62,.06,,,,-2.4,,,-1.2,,,0,,,,,0,1,0,49.44,,,,2.4,,,6,,2.4,2.4,,0,1,0,,,0,,-12.610006,,,-2.4,-1.2,0,,-12.610006,-2.5,0,0,,-5.3262318,1.5,5,0,,-39.125072,-6,.3,0,,-124.12536,-4,2.3,0,,-85.293494,-20.7,-13.2,0,,-152.01938,-35.2,-37,0,,-102.85229,-33.3,-37.9,0,,-55.531967,-21.7,-29.9,0,,-25.502851,-16.4,-20.5,0,,-2.6627613,-15.2,-20.5,0,,65.281658
10-Dec-04,-3,2,-1.75,.83,-.12,,,,1.2,,,0,,,0,,,,,0,1,0,40.71,,,,20,,,13,,20,20,,0,1,0,,,0,,67.94442,,,1.2,0,0,,67.94442,-6.5,-6.5,0,,-3.3738491,-8.1,-7.9,0,,-5.9493948,-20.8,-17.5,0,,-78.424785,-26.1,-22.4,0,,-3.1074512,-27.8,-22.5,0,,-40.026738,-27,-33.2,0,,-93.825382,-36.6,-37.7,0,,-74.131173,-37,-42.4,0,,-106.19885,-40.3,-43.4,0,,-98.755001,-40.3,-43.4,0,,-142.15071
14-Jan-05,3,3,4.45,5.1,-.41,,,,-1.4,,,-5.8,,,0,,,,,0,1,0,48.38,,,,-4,,,0,,-4,-4,,0,1,0,,,0,,1.5152663,,,-1.4,-5.8,0,,1.5152663,-1,-6.5,0,,9.0881557,1.8,-6.8,0,,27.328623,2.1,-6.3,0,,6.2378587,4.8,-3.7,0,,65.481369,6.8,-6.5,0,,22.438104,6.3,-5.7,0,,22.704922,6.8,-3,0,,72.38653,8.3,.3,0,,37.102492,27.3,7.7,0,,50.237734,33.8,16.5,0,,24.216752
28-Jan-05,-6,-3,-7.82,-2.45,0,,,,6.5,,,8.8,,,0,,,,,0,1,0,47.18,,,,9,,,8,,9,9,,0,1,0,,,0,,-26.020982,,,6.5,8.8,0,,-26.020982,14.2,6.1,0,,-78.17757,16.2,14,0,,-89.804958,17.8,15,0,,-117.76597,24.2,20.5,0,,-100.54995,22.5,20.1,0,,-118.48395,11.6,23.3,0,,-83.542377,22.6,22.9,0,,-64.331792,14.3,11.8,0,,-102.70033,11.2,4.8,0,,-109.51293,8,2,0,,-111.57555
11-Feb-05,3,5,-.44,3.38,-.08,,,,-3.2,,,-2.8,,,0,,,,,0,1,0,47.16,,,,0,,,12,,-.5,-.5,,0,1,0,,,0,,-2.062623,,,-3.2,-2.8,0,,-2.062623,-2.9,-3.5,0,,4.930635,3.6,1.7,0,,18.00745,13.3,9.8,0,,-5.1124975,18.5,8.5,0,,-68.201918,27.6,21.2,0,,-67.028299,28.3,21.5,0,,-70.639874,45,44,0,,-57.283557,43.6,38,0,,-53.045753,46.8,43,0,,-22.622413,51.1,48.2,0,,-46.016762
25-Feb-05,-2,2,-1.95,4.34,-.08,,,,4.3,,,5.2,,,0,,,,,0,1,0,51.49,,,,13,,,2,,13,13,,0,1,0,,,0,,-23.394349,,,4.3,5.2,0,,-23.394349,16.3,15.8,0,,-31.865795,14.8,9.8,0,,-21.412706,14.3,7.3,0,,-35.833619,16.7,12,0,,-10.160821,-.1,-5.5,0,,-84.658309,8.5,1.7,0,,-100.07851,4.8,.8,0,,-127.98597,9.6,6.6,0,,-103.43783,14.2,13.8,0,,-84.205134,27,23.2,0,,-57.232886
11-Mar-05,8,5,7.9,5.12,.31,,,,12.8,,,9.4,,,0,,,,,0,1,0,54.43,,,,-2.5,,,5.5,,-2.5,-2.5,,0,1,0,,,0,,26.972248,,,12.8,9.4,0,,26.972248,13.5,15,0,,114.89459,10.6,15.2,0,,152.455,6.6,10.5,0,,174.30027,3.1,5,0,,140.39739,3.8,6.9,0,,116.23847,3.8,6.9,0,,196.80887,5.5,9.2,0,,193.43136,8.1,13,0,,216.96131,8.1,13,0,,212.17102,8.1,13,0,,207.20088
23-Mar-05,-2,-2,-5.7,-.8,-.21,,,,2.6,,,3.8,,,0,,,,,0,1,0,53.81,,,,-1.5,,,3,,-1.5,-1.5,,0,1,0,,,0,,23.529945,,,2.6,3.8,0,,23.529945,2.6,3.8,0,,18.739653,2.6,3.8,0,,13.769518,8.6,16.3,0,,49.658699,9.3,18.3,0,,16.698647,21.3,30.5,0,,-24.030985,25.6,32.8,0,,-70.207654,18.8,30.5,0,,-74.237006,32.8,46.5,0,,-45.440449,47.5,67.8,0,,-4.0011559,47.3,70.5,0,,-30.270678
8-Apr-05,1,5,-1.19,2.46,.29,,,,-17.7,,,-16,,,0,,,,,0,1,0,53.32,,,,-3,,,1,,-3,-3,,0,1,0,,,0,,-46.340158,,,-17.7,-16,0,,-46.340158,-22.5,-21.1,0,,-75.400923,-25,-24.6,0,,-96.597404,-24.8,-22.6,0,,-99.306574,-18,-16.6,0,,-43.286037,-14.4,-13.3,0,,-60.545089,-13.3,-4.8,0,,-66.574797,-23.2,-19,0,,-100.02914,-19.7,-21.6,0,,-103.37171,-3.3,-13.3,0,,-141.84635,-8,-25.3,0,,-107.89046
22-Apr-05,-6,-3,-4.96,-2.58,.97,,,,-4.7,,,-12,,,0,,,,,0,1,0,55.39,,,,-5,,,-7,,-5,-5,,0,1,0,,,0,,33.95589,,,-4.7,-12,0,,33.95589,-14.5,-25.7,0,,26.721636,-7.4,-23.7,0,,56.078295,0,-18.3,0,,64.192617,4.3,-16.7,0,,116.59652,6.8,-10,0,,20.568402,11.3,-3,0,,19.029501,9.6,-5.5,0,,-24.247059,-1.7,-22.7,0,,-59.587613,-3.4,-23,0,,-92.947635,.6,-18,0,,-68.259651
13-May-05,-6,-5,-5.3,-5.85,.2,,,,-17.5,,,-13.3,,,0,,,,,0,1,0,48.67,,,,-9,,,-6,,-5,-5,,0,1,0,,,0,,5.7214734,,,-17.5,-13.3,0,,5.7214734,-17.8,-7.2,0,,2.2708177,-22.8,-18,0,,-12.271334,-35.8,-33,0,,-73.854906,-37,-30,0,,-38.227042,-52.8,-40.8,0,,-47.076479,-52.8,-39,0,,-41.875346,-43.5,-38,0,,-38.865399,-43.3,-41.3,0,,-67.633725,-40.1,-46.3,0,,-50.545405,-40.8,-52.5,0,,-119.90201
27-May-05,0,0,-.78,1.64,-.09,,,,-.7,,,-6.2,,,0,,,,,0,1,0,51.85,,,,,,,-2,,-2,-2,,0,1,0,,,0,,-69.356602,,,-.7,-6.2,0,,-69.356602,-3.2,-9.7,0,,-75.5184,-3,-9.2,0,,-67.334153,-.2,-6.4,0,,-121.89952,-1.2,-6.7,0,,-140.21607,-2.7,-7,0,,-92.828522,.5,-1.7,0,,-64.760718,-2.4,-9.7,0,,-62.922956,-8.4,-17,0,,-76.070388,-15.7,-24.7,0,,-62.555444,-20.2,-28.7,0,,-82.696623
10-Jun-05,7,7,10.31,7.53,-.12,,,,-4.5,,,-4,,,0,,,,,0,1,0,53.54,,,,0,,,2.5,,0,0,,0,1,0,,,0,,-20.141179,,,-4.5,-4,0,,-20.141179,-7.3,-3.7,0,,-30.549547,-7,-9,0,,-49.275022,-11.3,-11,0,,-76.27183,.2,-6,0,,-89.426801,3.8,-.8,0,,-60.730517,15.3,8.7,0,,-57.957823,8,-2.7,0,,-107.89146,-2,-5.3,0,,-111.9787,-2.7,-3.3,0,,-90.817422,-12,-13.3,0,,-111.23544
24-Jun-05,-4,-4,-3.44,-3.36,.05,,,,-9.3,,,-10,,,0,,,,,0,1,0,59.84,,,,,,,-2.25,,-2,-2,,0,1,0,,,0,,-20.418019,,,-9.3,-10,0,,-20.418019,-6.5,-6.5,0,,18.988432,25,-14.5,0,,16.397015,-13.8,-15.5,0,,-40.691627,-14.3,-13.2,0,,-34.177272,-17.1,-12.7,0,,-51.030241,-19.8,-12.4,0,,-39.295337,-19.3,-12.9,0,,-10.946299,-18.3,-15.9,0,,-5.8427197,-17.3,-17.5,0,,-9.5541556,-15.5,-22.2,0,,-42.832985
8-Jul-05,6,7,3.09,5.01,-1.04,,,,1.8,,,-4.7,,,0,,,,,0,1,0,59.63,,,,-2,,,-1.88,,-.5,-.5,,-44,1,0,,,-.079983,,-33.278829,,1,1.8,-4.7,0,,-33.278829,5.2,-4.7,0,,-92.955409,.2,-11.7,0,,-58.637547,-2.7,-16.5,0,,-106.45296,-3.8,-12,0,,-102.32678,-6.5,-12.2,0,,-153.08449,-7.8,-11.5,0,,-149.31581,8,0,0,,-158.08018,12.8,7,0,,-138.39467,15.2,11.3,0,,-142.25337,10.8,11,0,,-119.31132
22-Jul-05,-5,-4,-5.72,-3.28,-.45,,,,-4.4,,,-.3,,,0,,,,,0,1,0,58.65,,,,-1.5,,,-2,,-1.5,-1.5,,0,1,0,,,0,,22.942044,,,-4.4,-.3,0,,22.942044,.5,5.3,0,,115.58334,-7.2,2.8,0,,56.03991,-10.5,-.8,0,,32.610819,-15.2,-3.2,0,,-13.470045,-10,-1.7,0,,-26.769487,-5,1.5,0,,-31.395424,-6.2,-.8,0,,-8.2871112,-7.9,-2.8,0,,-40.086641,-5.2,-.8,0,,-41.504403,10.5,9.7,0,,-13.658566
12-Aug-05,-8,-5,-7.8,-3.3,.32,,,,-7,,,-.4,,,0,,,,,0,1,0,66.86,,,,,,,1,,-.5,-.5,,0,1,0,,,0,,37.934277,,,-7,-.4,0,,37.934277,-26.3,-4.2,0,,-14.817404,5.6,-13,0,,.18861519,-17,-15.7,0,,28.44068,-9.3,-10.2,0,,99.937492,-11.8,-13.4,0,,154.68929,-20.7,-19,0,,125.30212,-16.2,-5.7,0,,203.32279,-11.7,-6,0,,284.04001,-16.5,-16.2,0,,184.08294,-38.7,-41.7,0,,227.78159
26-Aug-05,2,6,3.07,6.57,-.01,,,,-22.2,,,-25.5,,,0,,,,,0,1,0,66.13,,,,,,,-17,,-14,-14,,0,1,0,,,0,,43.698651,,,-22.2,-25.5,0,,43.698651,-22.5,-26.5,0,,45.265666,-21.5,-28.2,0,,24.044031,-27,-37.5,0,,-45.750531,-24.7,-43.2,0,,-55.242347,-24.5,-46.5,0,,-120.8139,-22.5,-46,0,,-120.62648,-19.8,-41.5,0,,-110.51071,-19.8,-39.2,0,,-60.364225,-33.2,-55.5,0,,-65.209141,-39.5,-63.5,0,,-107.70259
9-Sep-05,-1,1,-2.71,-.07,-.95,,,,-6.3,,,-8,,,0,,,,,0,1,0,64.08,,,,0,,,-1.5,,-2,-2,,0,1,0,,,0,,-42.493445,,,-6.3,-8,0,,-42.493445,1.7,5.8,0,,-34.35435,-16.6,-15.5,0,,68.264089,-12.5,-12,0,,84.171753,16.5,-12,0,,79.365128,16.5,-12,0,,106.60291,-19,-5.8,0,,82.785464,-28.6,-17,0,,90.176789,-32.3,-21.3,0,,73.538619,-26.8,-19.5,0,,103.55966,-20,-12,0,,105.31195
